,INJURY_BAD,HELMET_USED,age_bins,SAFE_PEDAL_ACTION,PROTECTIVE_CLOTHING,SAFE_LOCATION,WEATHER_CAT,road_surf_bins,DAYTIME,SPEED_RATING,UNSAFE_ACTION,DRIVER_BLIND,cause_bins,driver_maneuver_bins,physical_bins,hour_bins,SEX
8056,0.0,0.0,Adult,Safe,0.0,1.0,Clear Weather,Dry,1,Average Speed,Unknown,0.0,Unknown,Stationary Object Maneuver,Normal,Afternoon,M
8057,0.0,0.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,1,Above Average Speed,Unknown,Unknown,Unknown,Turning Maneuver,Normal,Afternoon,F
8058,0.0,0.0,Adult,Neutral,0.0,1.0,Clear Weather,Dry,1,Average Speed,Unknown,Unknown,Unknown,Turning Maneuver,Other,Afternoon,M
8059,0.0,0.0,Middle-aged,Unsafe,0.0,0.0,Clear Weather,Dry,1,Average Speed,RECKLESS,Unknown,Skill,Unknown,Other,Afternoon,F
8060,0.0,0.0,Elderly,Unsafe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Unknown,0.0,Skill,Straight Ahead,Shaken,Afternoon,M
8061,0.0,1.0,Adult,Safe,1.0,1.0,Clear Weather,Dry,1,Average Speed,Unknown,0.0,Unknown,Turning Maneuver,Normal,Morning,F
8062,0.0,1.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Unknown,0.0,Unknown,Straight Ahead,Normal,Afternoon,F
8063,0.0,1.0,Adult,Unknown,1.0,0.0,Clear Weather,Dry,1,Below Average Speed,Unknown,0.0,Unknown,Unknown,Shaken,Afternoon,M
8064,0.0,0.0,Adult,Unknown,0.0,0.0,Clear Weather,Dry,0,Average Speed,Unknown,0.0,Unknown,Straight Ahead,Normal,Night,M
8065,0.0,0.0,Adolescent,Safe,1.0,0.0,Clear Weather,Dry,1,Average Speed,Unknown,0.0,Skill,Turning Maneuver,Normal,Morning,M
8066,0.0,0.0,Adult,Unknown,0.0,0.0,Clear Weather,Dry,1,Average Speed,RECKLESS,0.0,Unknown,Unknown,Normal,Afternoon,M
8067,0.0,0.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Unknown,0.0,Skill,Stationary Object Maneuver,Normal,Afternoon,M
8068,0.0,0.0,Adult,Unknown,0.0,Unknown,Unknown,Unknown,0,Below Average Speed,Unknown,Unknown,Unknown,Unknown,Normal,Afternoon,F
8069,0.0,1.0,Adult,Unknown,1.0,0.0,Clear Weather,Dry,0,Average Speed,Unknown,0.0,Skill,Traffic Maneuver,Normal,Night,M
8070,0.0,0.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,0,Above Average Speed,Unknown,0.0,Unknown,Turning Maneuver,Normal,Night,F
8071,1.0,0.0,Adult,Unsafe,0.0,0.0,Clear Weather,Dry,1,Average Speed,RECKLESS,Unknown,Skill,Unknown,Other,Afternoon,M
8072,0.0,0.0,Adult,Safe,0.0,0.0,Adverse Weather,Wet,0,Average Speed,Unknown,0.0,Skill,Straight Ahead,Normal,Night,M
8073,1.0,0.0,Middle-aged,Unknown,0.0,Unknown,Adverse Weather,Wet,0,Average Speed,Unknown,Unknown,Unknown,Unknown,Other,Early Morning,M
8074,0.0,0.0,Middle-aged,Safe,1.0,0.0,Adverse Weather,Wet,0,Average Speed,Unknown,0.0,Skill,Straight Ahead,Shaken,Early Morning,F
8075,0.0,0.0,Adult,Safe,0.0,1.0,Clear Weather,Dry,1,Average Speed,Unknown,0.0,Skill,Turning Maneuver,Normal,Morning,M
8076,0.0,1.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Unknown,0.0,Skill,Turning Maneuver,Normal,Morning,M
8077,0.0,0.0,Adult,Safe,0.0,1.0,Clear Weather,Dry,1,Average Speed,Unknown,0.0,Unknown,Traffic Maneuver,Normal,Morning,M
8078,0.0,0.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,1,Above Average Speed,Unknown,0.0,Skill,Traffic Maneuver,Normal,Afternoon,M
8079,0.0,0.0,Adult,Unsafe,1.0,0.0,Clear Weather,Dry,0,Average Speed,Unknown,0.0,Skill,Traffic Maneuver,Normal,Night,M
8080,0.0,0.0,Middle-aged,Unsafe,0.0,0.0,Clear Weather,Dry,0,Average Speed,RECKLESS,0.0,Reckless,Unknown,Normal,Night,M
8081,0.0,0.0,Adult,Neutral,0.0,0.0,Unknown,Unknown,0,Above Average Speed,Unknown,Unknown,Unknown,Stationary Object Maneuver,Normal,Afternoon,M
8082,0.0,0.0,Middle-aged,Safe,0.0,1.0,Clear Weather,Dry,1,Average Speed,Unknown,0.0,Skill,Turning Maneuver,Normal,Night,M
8083,0.0,0.0,Elderly,Unknown,0.0,0.0,Clear Weather,Dry,0,Average Speed,RECKLESS,Unknown,Visibility,Turning Maneuver,Normal,Night,M
8084,0.0,1.0,Middle-aged,Neutral,0.0,0.0,Clear Weather,Dry,1,Below Average Speed,Unknown,Unknown,Unknown,Straight Ahead,Normal,Morning,F
8085,0.0,0.0,Middle-aged,Safe,0.0,0.0,Clear Weather,Dry,1,Above Average Speed,Unknown,Unknown,Visibility,Turning Maneuver,Normal,Afternoon,M
8086,0.0,0.0,Adult,Safe,1.0,0.0,Clear Weather,Dry,0,Average Speed,Unknown,Unknown,Skill,Unknown,Normal,Night,M
8087,0.0,0.0,Adult,Unknown,0.0,0.0,Unknown,Unknown,0,Below Average Speed,Unknown,Unknown,Unknown,Straight Ahead,Normal,Night,M
8088,0.0,1.0,Adolescent,Safe,1.0,0.0,Adverse Weather,Wet,1,Above Average Speed,Unknown,0.0,Skill,Straight Ahead,Normal,Morning,M
8089,0.0,0.0,Adult,Safe,0.0,1.0,Clear Weather,Dry,1,Below Average Speed,Unknown,0.0,Unknown,Unknown,Normal,Afternoon,F
8090,0.0,0.0,Middle-aged,Safe,0.0,0.0,Adverse Weather,Wet,1,Average Speed,RECKLESS,Unknown,Unknown,Unknown,Other,Morning,M
8091,0.0,0.0,Elderly,Neutral,0.0,0.0,Adverse Weather,Wet,1,Average Speed,,,Unknown,Straight Ahead,Unknown,Morning,M
8092,0.0,1.0,Middle-aged,Safe,1.0,0.0,Clear Weather,Dry,1,Average Speed,Unknown,0.0,Unknown,Turning Maneuver,Normal,Afternoon,M
8093,0.0,0.0,Adolescent,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Unknown,0.0,Unknown,Straight Ahead,Normal,Afternoon,M
8094,1.0,0.0,Adolescent,Neutral,0.0,0.0,Clear Weather,Dry,1,Average Speed,Unknown,Unknown,Skill,Unknown,Normal,Afternoon,F
8095,0.0,1.0,Unknown,Safe,0.0,1.0,Clear Weather,Dry,1,Average Speed,DRIVER ERROR,Unknown,Skill,Unknown,Normal,Afternoon,M
8096,0.0,0.0,Unknown,Unknown,1.0,1.0,Clear Weather,Dry,0,Average Speed,Unknown,Unknown,Unknown,Unknown,Other,Night,F
8097,0.0,0.0,Adult,Unsafe,0.0,1.0,Clear Weather,Dry,0,Average Speed,RECKLESS,0.0,Skill,Turning Maneuver,Normal,Early Morning,M
8098,0.0,1.0,Middle-aged,Unknown,1.0,0.0,Clear Weather,Dry,0,Below Average Speed,Unknown,0.0,Unknown,Unknown,Normal,Early Morning,F
8099,0.0,1.0,Middle-aged,Safe,0.0,1.0,Clear Weather,Dry,1,Average Speed,DRIVER ERROR,0.0,Unknown,Straight Ahead,Normal,Morning,M
8100,0.0,0.0,Adult,Safe,0.0,1.0,Clear Weather,Dry,1,Average Speed,Unknown,0.0,Unknown,Stationary Object Maneuver,Normal,Morning,M
8101,0.0,0.0,Adult,Unsafe,1.0,0.0,Clear Weather,Dry,1,Average Speed,Unknown,Unknown,Unknown,Straight Ahead,Shaken,Morning,F
8102,0.0,0.0,Adolescent,Unsafe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Unknown,0.0,Skill,Unknown,Normal,Morning,M
8103,0.0,1.0,Adult,Safe,0.0,1.0,Clear Weather,Dry,1,Below Average Speed,Unknown,0.0,Skill,Turning Maneuver,Normal,Morning,M
8104,0.0,1.0,Adult,Safe,1.0,0.0,Clear Weather,Dry,1,Average Speed,Unknown,0.0,Skill,Turning Maneuver,Normal,Afternoon,F
8105,0.0,0.0,Elderly,Safe,0.0,1.0,Clear Weather,Dry,1,Average Speed,Unknown,0.0,Unknown,Unknown,Normal,Afternoon,F
8106,0.0,1.0,Unknown,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,,,Unknown,Unknown,Unknown,Afternoon,M
8107,0.0,0.0,Adolescent,Safe,0.0,1.0,Clear Weather,Dry,1,Above Average Speed,RECKLESS,Unknown,Skill,Unknown,Other,Afternoon,M
8108,0.0,0.0,Adolescent,Safe,0.0,Unknown,Clear Weather,Dry,1,Average Speed,Unknown,Unknown,Unknown,Unknown,Shaken,Afternoon,M
8109,0.0,0.0,Middle-aged,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Unknown,0.0,Unknown,Turning Maneuver,Normal,Morning,M
8110,0.0,1.0,Adult,Safe,0.0,1.0,Clear Weather,Dry,1,Average Speed,RECKLESS,0.0,Skill,Unknown,Normal,Night,M
8111,0.0,0.0,Unknown,Unsafe,0.0,1.0,Clear Weather,Dry,0,Average Speed,Unknown,Unknown,Unknown,Unknown,Other,Night,X
8112,0.0,0.0,Adolescent,Safe,0.0,0.0,Clear Weather,Dry,0,Below Average Speed,DRIVER ERROR,0.0,Skill,Unknown,Normal,Night,M
8113,0.0,1.0,Middle-aged,Safe,1.0,0.0,Clear Weather,Dry,1,Average Speed,Unknown,0.0,Skill,Turning Maneuver,Normal,Morning,M
8114,0.0,0.0,Unknown,Safe,0.0,Unknown,Clear Weather,Dry,1,Average Speed,DRIVER ERROR,Unknown,Skill,Unknown,Other,Morning,M
8115,0.0,0.0,Unknown,Unknown,0.0,0.0,Clear Weather,Dry,1,Average Speed,DRIVER ERROR,Unknown,Skill,Unknown,Other,Afternoon,M
8116,0.0,0.0,Adult,Unknown,0.0,0.0,Clear Weather,Dry,1,Average Speed,Unknown,0.0,Unknown,Unknown,Normal,Afternoon,M
8117,0.0,0.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Unknown,0.0,Skill,Straight Ahead,Normal,Night,F
8118,0.0,0.0,Adult,Neutral,0.0,0.0,Clear Weather,Dry,0,Average Speed,DRIVER ERROR,0.0,Reckless,Unknown,Normal,Afternoon,M
8119,0.0,0.0,Adolescent,Unsafe,1.0,0.0,Clear Weather,Dry,0,Below Average Speed,Unknown,0.0,Skill,Straight Ahead,Normal,Night,F
8120,0.0,1.0,Middle-aged,Safe,0.0,0.0,Clear Weather,Dry,1,Below Average Speed,Unknown,Unknown,Skill,Turning Maneuver,Normal,Morning,F
8121,0.0,0.0,Adult,Unsafe,0.0,0.0,Clear Weather,Dry,1,Average Speed,RECKLESS,0.0,Unknown,Traffic Maneuver,Normal,Morning,F
8122,0.0,1.0,Adult,Safe,0.0,1.0,Clear Weather,Dry,1,Average Speed,Unknown,0.0,Unknown,Unknown,Normal,Afternoon,M
8123,0.0,0.0,Adolescent,Neutral,0.0,0.0,Clear Weather,Dry,1,Average Speed,RECKLESS,1.0,Unknown,Unknown,Normal,Morning,M
8124,0.0,1.0,Adolescent,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Unknown,1.0,Reckless,Straight Ahead,Normal,Afternoon,M
8125,0.0,1.0,Adult,Safe,0.0,1.0,Clear Weather,Dry,1,Average Speed,Unknown,0.0,Unknown,Traffic Maneuver,Normal,Afternoon,M
8126,1.0,0.0,Middle-aged,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Unknown,0.0,Skill,Turning Maneuver,Normal,Afternoon,M
8127,0.0,1.0,Adult,Safe,1.0,0.0,Clear Weather,Dry,1,Average Speed,Unknown,0.0,Skill,Turning Maneuver,Normal,Afternoon,F
8128,0.0,0.0,Adolescent,Safe,0.0,0.0,Clear Weather,Dry,0,Average Speed,DRIVER ERROR,0.0,Skill,Unknown,Normal,Night,M
8129,0.0,0.0,Adolescent,Safe,0.0,0.0,Clear Weather,Dry,0,Average Speed,Unknown,Unknown,Unknown,Traffic Maneuver,Other,Night,M
8130,0.0,0.0,Adult,Neutral,0.0,0.0,Clear Weather,Dry,0,Average Speed,Unknown,0.0,Skill,Unknown,Normal,Night,F
8131,0.0,0.0,Adult,Safe,0.0,1.0,Clear Weather,Dry,1,Average Speed,Unknown,0.0,Skill,Unknown,Normal,Afternoon,M
8132,1.0,0.0,Middle-aged,Unsafe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Unknown,0.0,Unknown,Straight Ahead,Normal,Afternoon,M
8133,0.0,0.0,Adolescent,Neutral,1.0,0.0,Clear Weather,Dry,1,Average Speed,Unknown,0.0,Unknown,Turning Maneuver,Normal,Afternoon,M
8134,0.0,0.0,Adult,Unknown,0.0,0.0,Clear Weather,Dry,1,Average Speed,Unknown,0.0,Unknown,Straight Ahead,Normal,Morning,F
8135,0.0,1.0,Adult,Neutral,1.0,1.0,Clear Weather,Dry,0,Average Speed,Unknown,0.0,Unknown,Unknown,Normal,Night,M
8136,0.0,0.0,Elderly,Unsafe,1.0,0.0,Clear Weather,Dry,0,Average Speed,DRIVER ERROR,Unknown,Skill,Unknown,Impaired,Night,M
8137,0.0,Unknown,Adult,Unsafe,1.0,0.0,Clear Weather,Dry,1,Average Speed,RECKLESS,0.0,Skill,Straight Ahead,Normal,Afternoon,M
8138,0.0,0.0,Adult,Safe,1.0,0.0,Clear Weather,Dry,1,Average Speed,Unknown,1.0,Visibility,Unknown,Normal,Afternoon,M
8139,0.0,0.0,Adolescent,Unknown,0.0,0.0,Clear Weather,Dry,1,Average Speed,DRIVER ERROR,Unknown,Skill,Unknown,Normal,Afternoon,M
8140,0.0,0.0,Adolescent,Safe,1.0,0.0,Clear Weather,Dry,1,Average Speed,Unknown,0.0,Skill,Straight Ahead,Normal,Afternoon,M
8141,0.0,0.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Unknown,0.0,Unknown,Turning Maneuver,Normal,Afternoon,F
8142,0.0,0.0,Adolescent,Unsafe,1.0,0.0,Clear Weather,Dry,1,Average Speed,Unknown,0.0,Skill,Straight Ahead,Normal,Morning,M
8143,0.0,0.0,Adolescent,Neutral,0.0,0.0,Unknown,Wet,1,Average Speed,Unknown,Unknown,Unknown,Straight Ahead,Normal,Morning,M
8144,0.0,0.0,Adolescent,Unknown,0.0,Unknown,Clear Weather,Dry,1,Average Speed,Unknown,0.0,Reckless,Unknown,Normal,Afternoon,M
8145,0.0,1.0,Adolescent,Neutral,0.0,0.0,Clear Weather,Dry,1,Average Speed,Unknown,Unknown,Skill,Stationary Object Maneuver,Normal,Afternoon,M
8146,0.0,0.0,Adult,Unsafe,0.0,0.0,Clear Weather,Dry,0,Average Speed,Unknown,Unknown,Unknown,Straight Ahead,Normal,Night,M
8147,0.0,1.0,Unknown,Unsafe,1.0,0.0,Clear Weather,Unknown,0,Average Speed,,,Skill,Straight Ahead,Unknown,Morning,M
8148,0.0,0.0,Adult,Safe,1.0,1.0,Clear Weather,Dry,0,Below Average Speed,Unknown,0.0,Skill,Traffic Maneuver,Normal,Night,M
8149,0.0,1.0,Middle-aged,Unknown,0.0,0.0,Clear Weather,Dry,1,Below Average Speed,Unknown,0.0,Skill,Straight Ahead,Normal,Morning,M
8150,0.0,0.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,1,Above Average Speed,Unknown,Unknown,Unknown,Stationary Object Maneuver,Normal,Morning,F
8151,0.0,0.0,Adult,Neutral,0.0,1.0,Clear Weather,Dry,1,Average Speed,Unknown,Unknown,Unknown,Unknown,Other,Morning,M
8152,0.0,1.0,Adolescent,Unsafe,0.0,0.0,Clear Weather,Dry,1,Average Speed,RECKLESS,Unknown,Unknown,Unknown,Normal,Morning,F
8153,0.0,0.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Unknown,0.0,Skill,Traffic Maneuver,Normal,Afternoon,M
8154,0.0,0.0,Adolescent,Unknown,0.0,0.0,Clear Weather,Dry,1,Average Speed,Unknown,Unknown,Unknown,Unknown,Normal,Afternoon,F
8155,0.0,0.0,Adolescent,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Unknown,Unknown,Unknown,Unknown,Normal,Afternoon,M
8156,1.0,0.0,Adolescent,Unknown,1.0,1.0,Clear Weather,Dry,1,Below Average Speed,RECKLESS,Unknown,Unknown,Turning Maneuver,Normal,Afternoon,M
8157,0.0,0.0,Middle-aged,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Unknown,0.0,Unknown,Unknown,Normal,Afternoon,M
8158,0.0,1.0,Adult,Neutral,0.0,0.0,Clear Weather,Dry,1,Below Average Speed,Unknown,0.0,Unknown,Stationary Object Maneuver,Normal,Afternoon,M
8159,0.0,0.0,Adult,Unsafe,1.0,0.0,Clear Weather,Dry,1,Average Speed,Unknown,0.0,Skill,Turning Maneuver,Normal,Morning,F
8160,0.0,0.0,Adult,Unsafe,0.0,0.0,Clear Weather,Dry,1,Below Average Speed,RECKLESS,0.0,Skill,Unknown,Normal,Morning,M
8161,0.0,1.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,0,Average Speed,Unknown,0.0,Unknown,Stationary Object Maneuver,Normal,Night,M
8162,0.0,1.0,Unknown,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Unknown,0.0,Skill,Turning Maneuver,Normal,Afternoon,M
8163,0.0,0.0,Adult,Unsafe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Unknown,0.0,Skill,Straight Ahead,Normal,Afternoon,F
8164,0.0,0.0,Unknown,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,DRIVER ERROR,0.0,Unknown,Unknown,Normal,Afternoon,M
8165,1.0,1.0,Middle-aged,Safe,0.0,1.0,Clear Weather,Dry,1,Average Speed,Unknown,0.0,Skill,Turning Maneuver,Other,Afternoon,M
8166,0.0,1.0,Adult,Safe,0.0,1.0,Clear Weather,Dry,1,Average Speed,Unknown,Unknown,Unknown,Turning Maneuver,Normal,Afternoon,M
8167,1.0,0.0,Adolescent,Unsafe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Unknown,0.0,Unknown,Straight Ahead,Other,Morning,M
8168,0.0,0.0,Adult,Neutral,1.0,1.0,Adverse Weather,Wet,1,Average Speed,Unknown,0.0,Skill,Turning Maneuver,Normal,Morning,M
8169,0.0,1.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Unknown,0.0,Unknown,Traffic Maneuver,Normal,Morning,M
8170,0.0,0.0,Adolescent,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Unknown,0.0,Unknown,Stationary Object Maneuver,Normal,Morning,M
8171,0.0,0.0,Adult,Safe,1.0,0.0,Clear Weather,Dry,1,Average Speed,DRIVER ERROR,0.0,Skill,Unknown,Normal,Morning,F
8172,0.0,0.0,Unknown,Unsafe,0.0,1.0,Clear Weather,Dry,1,Average Speed,Unknown,Unknown,Unknown,Unknown,Other,Afternoon,M
8173,0.0,0.0,Adolescent,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Unknown,Unknown,Skill,Turning Maneuver,Normal,Morning,F
8174,0.0,0.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,DRIVER ERROR,Unknown,Unknown,Straight Ahead,Other,Afternoon,M
8175,1.0,0.0,Adult,Unknown,0.0,0.0,Clear Weather,Dry,1,Average Speed,Unknown,0.0,Unknown,Turning Maneuver,Normal,Morning,M
8176,0.0,0.0,Elderly,Unsafe,1.0,0.0,Clear Weather,Dry,1,Average Speed,RECKLESS,0.0,Skill,Turning Maneuver,Normal,Afternoon,M
8177,0.0,0.0,Adult,Safe,0.0,1.0,Clear Weather,Dry,0,Average Speed,Unknown,0.0,Unknown,Straight Ahead,Normal,Afternoon,M
8178,0.0,0.0,Unknown,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,RECKLESS,0.0,Skill,Unknown,Other,Afternoon,M
8179,1.0,1.0,Adolescent,Neutral,1.0,Unknown,Clear Weather,Dry,1,Average Speed,Unknown,0.0,Unknown,Straight Ahead,Normal,Afternoon,M
8180,0.0,0.0,Adolescent,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,RECKLESS,0.0,Unknown,Unknown,Normal,Afternoon,M
8181,0.0,1.0,Adult,Safe,1.0,0.0,Clear Weather,Dry,1,Below Average Speed,Unknown,0.0,Unknown,Unknown,Normal,Afternoon,F
8182,0.0,0.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,0,Average Speed,RECKLESS,Unknown,Skill,Straight Ahead,Normal,Night,M
8183,1.0,0.0,Middle-aged,Neutral,1.0,Unknown,Clear Weather,Wet,1,Average Speed,Unknown,0.0,Unknown,Straight Ahead,Normal,Morning,M
8184,1.0,0.0,Middle-aged,Neutral,0.0,0.0,Clear Weather,Dry,1,Average Speed,Unknown,0.0,Skill,Straight Ahead,Normal,Afternoon,M
8185,0.0,1.0,Middle-aged,Unsafe,1.0,Unknown,Clear Weather,Dry,1,Above Average Speed,DRIVER ERROR,Unknown,Unknown,Straight Ahead,Normal,Afternoon,F
8186,0.0,1.0,Unknown,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Unknown,0.0,Unknown,Turning Maneuver,Other,Afternoon,M
8187,0.0,0.0,Middle-aged,Safe,1.0,0.0,Clear Weather,Dry,1,Below Average Speed,Unknown,0.0,Unknown,Straight Ahead,Normal,Afternoon,M
8188,0.0,0.0,Adult,Safe,0.0,1.0,Clear Weather,Unknown,1,Average Speed,Unknown,Unknown,Reckless,Traffic Maneuver,Normal,Afternoon,M
8189,0.0,1.0,Middle-aged,Safe,0.0,1.0,Clear Weather,Dry,1,Average Speed,Unknown,Unknown,Unknown,Unknown,Normal,Afternoon,M
8190,0.0,1.0,Unknown,Unsafe,0.0,0.0,Clear Weather,Dry,0,Average Speed,Unknown,0.0,Reckless,Traffic Maneuver,Normal,Night,M
8191,0.0,0.0,Unknown,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,,,Skill,Unknown,Unknown,Morning,
8192,0.0,0.0,Adult,Unknown,0.0,Unknown,Clear Weather,Dry,0,Average Speed,Unknown,Unknown,Unknown,Unknown,Other,Night,M
8193,0.0,1.0,Adult,Unsafe,0.0,0.0,Clear Weather,Dry,1,Average Speed,RECKLESS,0.0,Skill,Unknown,Normal,Morning,M
8194,0.0,0.0,Unknown,Unknown,0.0,0.0,Clear Weather,Dry,1,Below Average Speed,Unknown,Unknown,Unknown,Stationary Object Maneuver,Other,Morning,M
8195,0.0,0.0,Adult,Unknown,0.0,0.0,Clear Weather,Dry,1,Below Average Speed,RECKLESS,Unknown,Unknown,Unknown,Normal,Afternoon,M
8196,0.0,0.0,Adult,Neutral,0.0,0.0,Clear Weather,Dry,1,Average Speed,Unknown,Unknown,Unknown,Turning Maneuver,Other,Morning,M
8197,0.0,0.0,Middle-aged,Unsafe,0.0,0.0,Clear Weather,Dry,1,Average Speed,DRIVER ERROR,0.0,Unknown,Unknown,Normal,Afternoon,M
8198,0.0,Unknown,Unknown,Unknown,0.0,0.0,Clear Weather,Dry,1,Average Speed,Unknown,Unknown,Unknown,Unknown,Impaired,Morning,M
8199,0.0,0.0,Adult,Unknown,0.0,Unknown,Adverse Weather,Wet,0,Average Speed,Unknown,Unknown,Unknown,Unknown,Other,Early Morning,M
8200,0.0,0.0,Adult,Neutral,0.0,0.0,Clear Weather,Dry,1,Average Speed,Unknown,0.0,Skill,Unknown,Normal,Morning,F
8201,0.0,0.0,Adult,Safe,1.0,1.0,Clear Weather,Dry,1,Average Speed,Unknown,0.0,Unknown,Stationary Object Maneuver,Normal,Night,M
8202,0.0,0.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Unknown,0.0,Unknown,Stationary Object Maneuver,Normal,Afternoon,M
8203,0.0,1.0,Adult,Unknown,0.0,0.0,Clear Weather,Dry,1,Average Speed,Unknown,0.0,Unknown,Straight Ahead,Normal,Afternoon,M
8204,0.0,0.0,Middle-aged,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Unknown,0.0,Skill,Straight Ahead,Normal,Afternoon,M
8205,0.0,0.0,Adult,Unsafe,0.0,Unknown,Clear Weather,Dry,0,Average Speed,Unknown,0.0,Skill,Turning Maneuver,Impaired,Night,F
8206,0.0,0.0,Adult,Neutral,1.0,1.0,Clear Weather,Dry,0,Average Speed,Unknown,0.0,Unknown,Traffic Maneuver,Normal,Early Morning,M
8207,0.0,1.0,Adult,Safe,1.0,0.0,Clear Weather,Dry,1,Below Average Speed,Unknown,Unknown,Skill,Unknown,Normal,Morning,F
8208,0.0,Unknown,Elderly,Neutral,1.0,1.0,Clear Weather,Dry,1,Below Average Speed,Unknown,1.0,Unknown,Straight Ahead,Normal,Afternoon,M
8209,0.0,0.0,Adult,Unknown,0.0,1.0,Clear Weather,Dry,1,Average Speed,Unknown,0.0,Unknown,Unknown,Normal,Afternoon,M
8210,0.0,1.0,Adult,Neutral,0.0,1.0,Clear Weather,Dry,1,Average Speed,Unknown,0.0,Skill,Unknown,Normal,Morning,F
8211,0.0,0.0,Unknown,Safe,1.0,1.0,Clear Weather,Dry,0,Average Speed,Unknown,0.0,Unknown,Straight Ahead,Normal,Night,M
8212,0.0,1.0,Adolescent,Safe,1.0,1.0,Clear Weather,Dry,1,Average Speed,Unknown,0.0,Skill,Turning Maneuver,Normal,Morning,M
8213,0.0,1.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,0,Average Speed,Unknown,0.0,Unknown,Unknown,Normal,Night,M
8214,0.0,0.0,Adolescent,Neutral,0.0,0.0,Clear Weather,Dry,1,Average Speed,Unknown,0.0,Unknown,Stationary Object Maneuver,Normal,Afternoon,M
8215,0.0,1.0,Middle-aged,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Unknown,0.0,Skill,Traffic Maneuver,Normal,Afternoon,M
8216,0.0,0.0,Elderly,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Unknown,0.0,Unknown,Turning Maneuver,Normal,Morning,M
8217,0.0,1.0,Unknown,Safe,0.0,0.0,Unknown,Unknown,0,Average Speed,Unknown,Unknown,Unknown,Straight Ahead,Shaken,Afternoon,M
8218,0.0,0.0,Adolescent,Safe,0.0,0.0,Clear Weather,Dry,0,Average Speed,Unknown,Unknown,Unknown,Turning Maneuver,Other,Night,M
8219,0.0,1.0,Adult,Unsafe,1.0,1.0,Clear Weather,Dry,1,Average Speed,Unknown,0.0,Visibility,Turning Maneuver,Normal,Afternoon,M
8220,0.0,1.0,Adult,Unsafe,0.0,1.0,Clear Weather,Dry,1,Average Speed,RECKLESS,Unknown,Unknown,Unknown,Normal,Morning,M
8221,0.0,0.0,Adult,Safe,1.0,1.0,Adverse Weather,Dry,1,Below Average Speed,Unknown,0.0,Skill,Straight Ahead,Normal,Morning,M
8222,0.0,0.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,1,Below Average Speed,DRIVER ERROR,0.0,Skill,Straight Ahead,Normal,Morning,M
8223,1.0,1.0,Adult,Safe,0.0,1.0,Clear Weather,Dry,1,Below Average Speed,Unknown,0.0,Skill,Straight Ahead,Normal,Morning,M
8224,0.0,1.0,Adult,Safe,0.0,1.0,Clear Weather,Dry,1,Average Speed,Unknown,0.0,Reckless,Traffic Maneuver,Normal,Morning,F
8225,0.0,0.0,Adolescent,Neutral,0.0,0.0,Clear Weather,Dry,1,Average Speed,Unknown,0.0,Unknown,Straight Ahead,Normal,Afternoon,M
