,INJURY_BAD,HELMET_USED,age_bins,SAFE_PEDAL_ACTION,PROTECTIVE_CLOTHING,SAFE_LOCATION,WEATHER_CAT,road_surf_bins,DAYTIME,SPEED_RATING,physical_bins,hour_bins,SEX
1822,0.0,1.0,Adult,Safe,0.0,1.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,M
1823,0.0,1.0,Adolescent,Unsafe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Morning,M
1824,0.0,1.0,Elderly,Safe,1.0,1.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,M
1825,0.0,0.0,Adolescent,Safe,0.0,1.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,F
1826,0.0,1.0,Adolescent,Neutral,1.0,0.0,Clear Weather,Dry,1,Below Average Speed,Normal,Afternoon,M
1828,1.0,1.0,Adult,Neutral,1.0,1.0,Clear Weather,Dry,0,Below Average Speed,Normal,Night,F
1829,0.0,1.0,Middle-aged,Safe,0.0,1.0,Clear Weather,Dry,1,Average Speed,Normal,Night,F
1830,0.0,1.0,Middle-aged,Safe,1.0,0.0,Clear Weather,Dry,0,Average Speed,Normal,Early Morning,M
1832,0.0,0.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Morning,M
1833,0.0,0.0,Adolescent,Safe,0.0,0.0,Clear Weather,Dry,1,Below Average Speed,Normal,Night,M
1834,0.0,1.0,Adult,Neutral,0.0,1.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,F
1836,0.0,0.0,Adult,Safe,0.0,1.0,Clear Weather,Dry,1,Average Speed,Normal,Morning,M
1837,0.0,0.0,Adult,Unsafe,0.0,1.0,Clear Weather,Dry,0,Average Speed,Normal,Night,M
1838,0.0,0.0,Middle-aged,Safe,0.0,0.0,Clear Weather,Dry,0,Average Speed,Normal,Night,M
1839,1.0,1.0,Middle-aged,Unsafe,1.0,1.0,Clear Weather,Dry,1,Average Speed,Impaired,Afternoon,M
1840,1.0,1.0,Adult,Neutral,1.0,1.0,Clear Weather,Wet,0,Average Speed,Normal,Afternoon,F
1842,0.0,1.0,Middle-aged,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,M
1843,0.0,1.0,Middle-aged,Unsafe,0.0,0.0,Clear Weather,Dry,0,Average Speed,Shaken,Night,M
1844,0.0,0.0,Adult,Safe,0.0,1.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,F
1845,1.0,0.0,Adult,Unsafe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,M
1847,0.0,0.0,Adolescent,Safe,1.0,0.0,Clear Weather,Dry,1,Below Average Speed,Normal,Afternoon,M
1848,0.0,0.0,Middle-aged,Unsafe,0.0,1.0,Clear Weather,Dry,1,Average Speed,Impaired,Afternoon,M
1850,0.0,0.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Other,Afternoon,M
1851,1.0,1.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,1,Below Average Speed,Normal,Afternoon,M
1852,0.0,0.0,Adult,Unsafe,0.0,1.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,M
1853,0.0,1.0,Adolescent,Unsafe,1.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,M
1854,0.0,0.0,Adult,Neutral,0.0,0.0,Clear Weather,Dry,1,Average Speed,Other,Afternoon,M
1855,0.0,0.0,Adult,Safe,0.0,1.0,Clear Weather,Dry,1,Average Speed,Normal,Night,M
1856,0.0,0.0,Elderly,Neutral,0.0,1.0,Clear Weather,Dry,1,Below Average Speed,Other,Afternoon,M
1858,0.0,0.0,Adult,Unsafe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,F
1859,0.0,0.0,Adult,Unsafe,0.0,1.0,Clear Weather,Dry,1,Average Speed,Normal,Morning,M
1860,0.0,1.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,M
1861,0.0,0.0,Adult,Neutral,0.0,0.0,Clear Weather,Dry,1,Average Speed,Shaken,Morning,M
1863,0.0,0.0,Elderly,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Morning,M
1864,0.0,0.0,Adult,Safe,0.0,1.0,Clear Weather,Dry,1,Average Speed,Normal,Night,M
1865,0.0,1.0,Adolescent,Safe,0.0,1.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,M
1866,0.0,0.0,Adolescent,Safe,0.0,0.0,Clear Weather,Dry,0,Average Speed,Normal,Night,M
1867,1.0,1.0,Adult,Neutral,1.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,M
1868,0.0,1.0,Adolescent,Neutral,0.0,0.0,Clear Weather,Dry,0,Average Speed,Normal,Night,M
1869,0.0,1.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Other,Afternoon,M
1870,0.0,1.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,0,Average Speed,Normal,Night,M
1871,0.0,1.0,Elderly,Safe,1.0,1.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,M
1872,0.0,0.0,Adolescent,Unsafe,1.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,M
1873,0.0,1.0,Elderly,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Morning,M
1875,0.0,0.0,Adolescent,Unsafe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Night,M
1877,0.0,0.0,Adolescent,Safe,0.0,1.0,Clear Weather,Dry,0,Average Speed,Normal,Night,M
1878,0.0,0.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,1,Below Average Speed,Normal,Afternoon,M
1879,0.0,0.0,Middle-aged,Safe,1.0,1.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,M
1881,0.0,0.0,Elderly,Neutral,0.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,M
1882,0.0,0.0,Elderly,Unsafe,0.0,0.0,Clear Weather,Dry,1,Below Average Speed,Normal,Afternoon,M
1883,1.0,0.0,Middle-aged,Unsafe,1.0,0.0,Adverse Weather,Wet,0,Average Speed,Normal,Night,M
1884,0.0,1.0,Adult,Safe,1.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Morning,M
1885,0.0,0.0,Middle-aged,Safe,0.0,0.0,Clear Weather,Dry,1,Below Average Speed,Normal,Morning,M
1886,0.0,0.0,Middle-aged,Unsafe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Other,Afternoon,M
1887,0.0,0.0,Middle-aged,Neutral,1.0,0.0,Clear Weather,Dry,1,Above Average Speed,Normal,Afternoon,M
1889,0.0,1.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,1,Above Average Speed,Normal,Morning,M
1890,0.0,0.0,Adult,Unsafe,0.0,0.0,Clear Weather,Dry,1,Below Average Speed,Normal,Morning,M
1891,0.0,0.0,Elderly,Unsafe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Morning,M
1892,0.0,0.0,Adolescent,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,M
1893,0.0,1.0,Adolescent,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Other,Afternoon,M
1894,0.0,1.0,Adult,Unsafe,1.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,F
1898,0.0,0.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Morning,F
1899,0.0,1.0,Adult,Neutral,1.0,1.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,M
1900,1.0,0.0,Adolescent,Safe,0.0,1.0,Clear Weather,Dry,0,Average Speed,Normal,Night,M
1901,1.0,0.0,Adolescent,Unsafe,0.0,0.0,Clear Weather,Dry,1,Above Average Speed,Normal,Morning,M
1902,1.0,1.0,Elderly,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,M
1905,0.0,1.0,Middle-aged,Safe,1.0,1.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,F
1907,0.0,1.0,Adult,Safe,0.0,0.0,Adverse Weather,Wet,1,Average Speed,Normal,Afternoon,F
1909,0.0,1.0,Adult,Neutral,0.0,1.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,M
1910,0.0,0.0,Adult,Neutral,0.0,0.0,Clear Weather,Dry,1,Average Speed,Other,Morning,F
1912,0.0,0.0,Middle-aged,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,M
1913,0.0,0.0,Adolescent,Neutral,0.0,0.0,Clear Weather,Dry,0,Average Speed,Normal,Night,M
1914,0.0,0.0,Adolescent,Safe,1.0,0.0,Clear Weather,Dry,0,Average Speed,Normal,Night,M
1915,0.0,0.0,Adult,Safe,1.0,0.0,Clear Weather,Dry,0,Average Speed,Normal,Night,M
1916,1.0,1.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,M
1917,0.0,1.0,Adult,Neutral,0.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,F
1918,0.0,0.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Morning,F
1919,0.0,0.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,1,Below Average Speed,Normal,Afternoon,M
1920,0.0,0.0,Middle-aged,Neutral,0.0,0.0,Clear Weather,Dry,1,Below Average Speed,Normal,Morning,M
1922,0.0,1.0,Adult,Safe,0.0,1.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,M
1923,0.0,0.0,Adolescent,Safe,0.0,0.0,Adverse Weather,Wet,0,Average Speed,Normal,Night,M
1924,0.0,0.0,Adult,Unsafe,0.0,0.0,Clear Weather,Dry,0,Average Speed,Normal,Night,M
1925,1.0,0.0,Adult,Neutral,1.0,1.0,Adverse Weather,Wet,1,Below Average Speed,Normal,Morning,M
1927,0.0,1.0,Adolescent,Safe,1.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,M
1928,0.0,0.0,Adolescent,Safe,1.0,1.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,M
1929,0.0,0.0,Adolescent,Unsafe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,M
1931,0.0,0.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,M
1933,1.0,0.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,1,Below Average Speed,Normal,Night,X
1934,0.0,0.0,Middle-aged,Neutral,0.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,M
1935,0.0,0.0,Adolescent,Unsafe,1.0,1.0,Clear Weather,Dry,1,Below Average Speed,Normal,Morning,M
1936,0.0,0.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Morning,M
1938,0.0,1.0,Middle-aged,Neutral,0.0,0.0,Clear Weather,Dry,0,Average Speed,Normal,Night,M
1939,0.0,0.0,Adult,Neutral,0.0,1.0,Clear Weather,Dry,1,Average Speed,Other,Afternoon,M
1940,1.0,1.0,Adult,Safe,1.0,1.0,Clear Weather,Dry,1,Average Speed,Other,Afternoon,M
1943,0.0,1.0,Adult,Neutral,0.0,1.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,F
1944,0.0,1.0,Adult,Safe,1.0,1.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,M
1945,0.0,1.0,Elderly,Neutral,0.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,M
1946,0.0,0.0,Adult,Neutral,1.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,M
1947,0.0,0.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,M
1948,0.0,1.0,Middle-aged,Neutral,0.0,0.0,Clear Weather,Dry,1,Below Average Speed,Normal,Afternoon,F
1950,0.0,0.0,Adolescent,Safe,0.0,0.0,Clear Weather,Dry,0,Average Speed,Normal,Night,M
1952,0.0,1.0,Adult,Safe,1.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,M
1953,0.0,0.0,Adult,Safe,1.0,1.0,Clear Weather,Dry,0,Average Speed,Normal,Early Morning,F
1954,0.0,0.0,Elderly,Safe,1.0,1.0,Clear Weather,Dry,1,Below Average Speed,Normal,Afternoon,M
1955,0.0,1.0,Middle-aged,Safe,1.0,1.0,Clear Weather,Dry,1,Average Speed,Normal,Night,M
1956,0.0,0.0,Middle-aged,Safe,0.0,1.0,Clear Weather,Dry,1,Average Speed,Normal,Morning,M
1957,0.0,0.0,Adult,Unsafe,0.0,0.0,Clear Weather,Dry,1,Below Average Speed,Normal,Afternoon,M
1959,0.0,0.0,Adolescent,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,M
1960,0.0,1.0,Middle-aged,Neutral,1.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Morning,M
1962,0.0,0.0,Adolescent,Safe,0.0,0.0,Clear Weather,Dry,1,Below Average Speed,Normal,Afternoon,M
1964,0.0,0.0,Adult,Neutral,0.0,1.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,F
1965,0.0,1.0,Elderly,Safe,1.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,F
1969,0.0,0.0,Adult,Safe,0.0,0.0,Adverse Weather,Wet,1,Average Speed,Normal,Night,M
1970,0.0,1.0,Adult,Neutral,1.0,0.0,Clear Weather,Dry,1,Below Average Speed,Normal,Morning,M
1971,0.0,1.0,Adult,Safe,1.0,1.0,Clear Weather,Dry,1,Average Speed,Normal,Morning,F
1974,1.0,1.0,Adult,Safe,1.0,1.0,Clear Weather,Dry,1,Average Speed,Normal,Morning,M
1976,0.0,0.0,Adolescent,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Other,Afternoon,M
1978,0.0,0.0,Adult,Safe,0.0,1.0,Clear Weather,Dry,0,Average Speed,Normal,Night,M
1979,0.0,0.0,Adult,Unsafe,1.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,F
1981,0.0,0.0,Adolescent,Safe,1.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,M
1982,0.0,0.0,Adult,Safe,0.0,1.0,Clear Weather,Dry,0,Average Speed,Normal,Night,M
1986,0.0,0.0,Adolescent,Safe,1.0,1.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,M
1987,0.0,0.0,Adult,Safe,1.0,1.0,Clear Weather,Dry,1,Above Average Speed,Normal,Afternoon,F
1988,0.0,0.0,Adolescent,Safe,0.0,0.0,Clear Weather,Dry,0,Average Speed,Normal,Night,M
1989,0.0,0.0,Adult,Safe,1.0,0.0,Clear Weather,Dry,1,Below Average Speed,Normal,Afternoon,M
1990,0.0,0.0,Adolescent,Unsafe,0.0,0.0,Clear Weather,Dry,1,Below Average Speed,Normal,Afternoon,M
1991,1.0,0.0,Elderly,Safe,1.0,0.0,Clear Weather,Dry,0,Average Speed,Shaken,Night,M
1992,0.0,0.0,Middle-aged,Safe,0.0,0.0,Clear Weather,Dry,0,Average Speed,Normal,Night,M
1993,0.0,0.0,Adult,Unsafe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Night,M
1996,0.0,0.0,Adolescent,Safe,0.0,0.0,Clear Weather,Dry,0,Average Speed,Normal,Night,M
1997,0.0,0.0,Middle-aged,Safe,0.0,1.0,Clear Weather,Dry,0,Average Speed,Normal,Night,M
1998,0.0,1.0,Adult,Safe,1.0,0.0,Clear Weather,Dry,0,Average Speed,Normal,Night,F
2000,0.0,0.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,M
2002,0.0,1.0,Middle-aged,Neutral,1.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Morning,M
2003,0.0,0.0,Elderly,Neutral,0.0,1.0,Clear Weather,Dry,1,Average Speed,Normal,Morning,M
2004,0.0,0.0,Adult,Safe,0.0,1.0,Clear Weather,Dry,1,Average Speed,Normal,Morning,F
2005,0.0,0.0,Adolescent,Safe,1.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,M
2006,0.0,0.0,Middle-aged,Unsafe,1.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,F
2007,1.0,1.0,Adult,Unsafe,1.0,1.0,Clear Weather,Dry,1,Below Average Speed,Normal,Morning,F
2008,1.0,0.0,Adolescent,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,M
2009,0.0,1.0,Adult,Unsafe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,F
2010,0.0,0.0,Adolescent,Safe,0.0,0.0,Clear Weather,Dry,0,Above Average Speed,Normal,Early Morning,M
2011,0.0,0.0,Adult,Safe,1.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,M
2012,0.0,1.0,Middle-aged,Neutral,0.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Morning,F
2015,0.0,1.0,Adult,Safe,0.0,1.0,Clear Weather,Dry,0,Above Average Speed,Normal,Night,M
2016,0.0,0.0,Adolescent,Safe,1.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,M
2017,0.0,0.0,Adult,Unsafe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,M
2018,0.0,0.0,Adolescent,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,M
2021,0.0,1.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Morning,M
2022,0.0,0.0,Middle-aged,Unsafe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,M
2024,0.0,0.0,Adult,Neutral,0.0,1.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,F
2026,1.0,1.0,Adult,Safe,1.0,1.0,Adverse Weather,Wet,0,Average Speed,Normal,Early Morning,M
2027,0.0,0.0,Adolescent,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,M
2029,0.0,1.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,1,Above Average Speed,Normal,Afternoon,M
2030,1.0,0.0,Middle-aged,Safe,1.0,0.0,Clear Weather,Dry,0,Average Speed,Normal,Night,M
2032,0.0,1.0,Adult,Safe,0.0,1.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,F
2034,0.0,1.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Shaken,Morning,M
2036,0.0,1.0,Middle-aged,Safe,1.0,1.0,Clear Weather,Dry,1,Average Speed,Normal,Morning,M
2037,0.0,0.0,Elderly,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,M
2039,0.0,0.0,Adolescent,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Other,Morning,M
2040,0.0,0.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,0,Average Speed,Normal,Early Morning,M
2041,0.0,0.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Morning,M
2042,0.0,1.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Morning,M
2045,0.0,1.0,Adolescent,Safe,0.0,0.0,Clear Weather,Dry,1,Below Average Speed,Normal,Morning,M
2046,0.0,0.0,Middle-aged,Neutral,0.0,0.0,Clear Weather,Dry,1,Average Speed,Other,Morning,M
2048,1.0,1.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,M
2049,1.0,1.0,Adult,Unsafe,1.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Morning,F
2050,0.0,0.0,Adult,Safe,1.0,1.0,Clear Weather,Dry,1,Below Average Speed,Normal,Morning,M
2051,0.0,0.0,Adult,Safe,1.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,F
2052,0.0,1.0,Middle-aged,Neutral,1.0,0.0,Clear Weather,Dry,1,Below Average Speed,Normal,Morning,M
2054,0.0,0.0,Adult,Unsafe,0.0,0.0,Clear Weather,Dry,0,Above Average Speed,Normal,Night,M
2055,0.0,0.0,Adolescent,Safe,0.0,1.0,Clear Weather,Dry,1,Average Speed,Normal,Morning,M
2056,0.0,0.0,Adolescent,Unsafe,0.0,1.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,M
2057,0.0,1.0,Middle-aged,Safe,1.0,1.0,Clear Weather,Dry,1,Below Average Speed,Normal,Afternoon,M
2058,0.0,0.0,Adult,Safe,1.0,1.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,M
2059,0.0,0.0,Middle-aged,Unsafe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,F
2060,0.0,0.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,M
2062,1.0,0.0,Middle-aged,Safe,1.0,0.0,Clear Weather,Dry,1,Below Average Speed,Normal,Afternoon,F
2063,0.0,0.0,Adult,Neutral,1.0,1.0,Clear Weather,Dry,1,Average Speed,Normal,Morning,M
2065,0.0,1.0,Adult,Neutral,0.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Morning,M
2066,0.0,0.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,1,Above Average Speed,Normal,Morning,M
2067,0.0,0.0,Adult,Neutral,0.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Morning,M
2069,0.0,0.0,Adolescent,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,M
2070,0.0,1.0,Adult,Neutral,0.0,0.0,Clear Weather,Dry,1,Average Speed,Other,Afternoon,M
2071,0.0,0.0,Adult,Neutral,0.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,M
2072,0.0,0.0,Middle-aged,Neutral,0.0,0.0,Clear Weather,Dry,0,Average Speed,Impaired,Night,M
2074,0.0,1.0,Adult,Neutral,0.0,1.0,Clear Weather,Dry,1,Average Speed,Other,Night,M
2075,0.0,0.0,Adult,Safe,0.0,1.0,Clear Weather,Dry,1,Average Speed,Normal,Morning,M
2076,0.0,0.0,Elderly,Unsafe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,M
2078,0.0,0.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,1,Below Average Speed,Normal,Afternoon,M
2079,0.0,0.0,Adult,Safe,0.0,1.0,Clear Weather,Dry,0,Average Speed,Normal,Early Morning,M
2080,0.0,0.0,Elderly,Safe,1.0,0.0,Clear Weather,Dry,1,Average Speed,Shaken,Morning,M
2087,0.0,0.0,Middle-aged,Unsafe,0.0,0.0,Clear Weather,Dry,1,Above Average Speed,Other,Morning,M
2088,0.0,0.0,Adolescent,Safe,0.0,0.0,Clear Weather,Dry,0,Average Speed,Normal,Night,F
2089,0.0,1.0,Adult,Safe,1.0,0.0,Adverse Weather,Wet,0,Above Average Speed,Normal,Night,M
2092,0.0,0.0,Adult,Safe,0.0,1.0,Clear Weather,Dry,1,Average Speed,Normal,Early Morning,M
2093,0.0,0.0,Adult,Unsafe,0.0,1.0,Clear Weather,Dry,1,Average Speed,Normal,Morning,F
2094,1.0,0.0,Adult,Safe,0.0,1.0,Clear Weather,Dry,1,Average Speed,Other,Afternoon,F
2095,0.0,1.0,Middle-aged,Safe,1.0,1.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,M
2096,0.0,0.0,Middle-aged,Safe,0.0,0.0,Clear Weather,Dry,0,Average Speed,Other,Night,M
2097,1.0,1.0,Adolescent,Unsafe,0.0,0.0,Clear Weather,Dry,0,Below Average Speed,Normal,Night,M
2099,1.0,0.0,Elderly,Unsafe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Morning,M
2100,0.0,0.0,Middle-aged,Safe,0.0,0.0,Clear Weather,Dry,0,Average Speed,Other,Night,M
2102,0.0,0.0,Adult,Unsafe,0.0,1.0,Clear Weather,Dry,1,Above Average Speed,Normal,Afternoon,M
2104,0.0,1.0,Adolescent,Neutral,1.0,1.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,M
2106,0.0,0.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,1,Below Average Speed,Normal,Morning,M
2107,0.0,0.0,Adult,Neutral,0.0,1.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,M
2108,0.0,1.0,Adult,Safe,0.0,1.0,Clear Weather,Dry,1,Average Speed,Other,Afternoon,M
2109,0.0,0.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,0,Average Speed,Normal,Night,F
2110,1.0,0.0,Middle-aged,Unsafe,0.0,0.0,Clear Weather,Dry,0,Average Speed,Other,Night,M
2111,0.0,1.0,Middle-aged,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Night,M
2112,0.0,0.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,0,Below Average Speed,Other,Night,M
2113,0.0,1.0,Adolescent,Safe,0.0,0.0,Clear Weather,Dry,0,Average Speed,Normal,Night,M
2114,0.0,1.0,Middle-aged,Safe,1.0,1.0,Clear Weather,Dry,0,Average Speed,Other,Afternoon,F
2115,0.0,0.0,Adult,Unsafe,0.0,1.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,M
2116,1.0,0.0,Middle-aged,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Shaken,Morning,M
2117,0.0,0.0,Middle-aged,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Other,Afternoon,M
2118,0.0,0.0,Adolescent,Neutral,0.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Morning,M
2119,0.0,0.0,Adolescent,Neutral,0.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Morning,M
2120,0.0,0.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Other,Afternoon,M
2122,0.0,0.0,Adult,Unsafe,1.0,0.0,Clear Weather,Dry,1,Above Average Speed,Normal,Afternoon,F
2123,0.0,0.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,0,Average Speed,Other,Night,M
2124,0.0,1.0,Adult,Safe,0.0,1.0,Clear Weather,Dry,1,Average Speed,Other,Afternoon,M
2125,0.0,0.0,Adult,Safe,0.0,1.0,Clear Weather,Dry,1,Average Speed,Normal,Night,M
2126,0.0,1.0,Middle-aged,Neutral,1.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Morning,M
2127,0.0,0.0,Adult,Unsafe,0.0,1.0,Clear Weather,Dry,0,Average Speed,Normal,Night,M
2129,1.0,1.0,Adult,Unsafe,1.0,1.0,Clear Weather,Dry,1,Average Speed,Shaken,Morning,F
2131,0.0,1.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,1,Below Average Speed,Normal,Afternoon,M
2133,0.0,0.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,0,Average Speed,Normal,Night,F
2134,0.0,0.0,Adolescent,Safe,1.0,0.0,Clear Weather,Dry,0,Average Speed,Normal,Night,F
2135,0.0,0.0,Adult,Neutral,1.0,0.0,Clear Weather,Dry,0,Average Speed,Normal,Early Morning,M
2138,0.0,1.0,Adult,Neutral,1.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,M
2139,0.0,0.0,Adult,Unsafe,1.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Morning,M
2141,0.0,1.0,Adolescent,Unsafe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Other,Afternoon,M
2142,1.0,0.0,Middle-aged,Neutral,1.0,0.0,Clear Weather,Dry,1,Average Speed,Shaken,Morning,M
